,Title,Description
928,"Mobile Developer Intern - Waterloo, ON - Indeed.com","Who we are:
Geotab is a global leader in IoT and connected transportation and certified “Great Place to Work.” We are a company of diverse and talented individuals who work together to help businesses grow and succeed, and increase the safety and sustainability of our communities.
Geotab is advancing security, connecting commercial vehicles to the internet and providing web-based analytics to help customers better manage their fleets. Geotab’s open platform and Marketplace, offering hundreds of third-party solution options, allows both small and large businesses to automate operations by integrating vehicle data with their other data assets. Processing billions of data points a day, Geotab leverages data analytics and machine learning to improve productivity, optimize fleets through the reduction of fuel consumption, enhance driver safety and achieve strong compliance to regulatory changes.
Our team is growing and we’re looking for people who follow their passion, think differently and want to make an impact. Ours is a fast paced, ever changing environment. Geotabbers accept that challenge and are willing to take on new tasks and activities - ones that may not always be described in the initial job description. Join us for a fulfilling career with opportunities to innovate, great benefits, and our fun and inclusive work culture. Reach your full potential with Geotab. To see what it’s like to be a Geotabber, check out our blog and follow us @InsideGeotab on Instagram, Twitter or Facebook.
At Geotab, all staff must be fully vaccinated in order to be eligible to work in our North American offices at this time. Accordingly, any job offer for an onsite position resulting from this posting will be conditional upon the successful candidate providing evidence of full vaccination. Accommodations may be made for those who cannot be vaccinated based on medical or other legally protected grounds.
Geotab policies and requirements are subject to change based on local or federal guidelines.
Who you are
We are looking for amazing talent who can contribute to our efforts and deliver results! Geotab is seeking a Co-op Student who will immediately contribute to the organization and the Development team efforts. If you love technology and software development, are well organized, and are keen to join an industry leader? We would love to hear from you!
What you'll do
At Geotab, you will learn how to design and develop software products that are high-quality, scalable, performant, and get used by thousands of users across different markets. The Mobile Development team at Geotab works on several mobile applications and SDKs used by our customers and internal teams within Geotab. The applications we work on span car sharing, commercial vehicle drivers, and hardware installers. We pride ourselves on being mobile developers using the latest tools and SDKs, and diligently architect our products to be testable and maintainable.
In addition to being mobile specialists, we also believe in being versatile developers. We've built our own mobile back-end systems, streaming data processors, and public-facing APIs. We aren't concerned if you don't have a lot of mobile experience, a desire to learn and ability to pick things up quickly is the most important thing we look for.
How you'll make an impact:
Collaborating with the team on design discussions
Developing new features and fixing bugs in our mobile products
Reviewing the code of your team members
Ensuring a high level of quality in the product through automated and manual testing
Contributing to team meetings so that we continue to get better
What you'll bring to this role:
An enquiring mind with a passion for continuous learning
Android, Java, Kotlin experience
iOS, Swift experience
Google Cloud or AWS experience
Unit testing and UI testing experience
C#, JavaScript, TypeScript, Postgres experience is a bonus
#LI-DNI
Why job seekers choose Geotab:
Work from home and flex work arrangements
Baby bonus
Home office reimbursement program
Online learning and networking opportunities
Electric vehicle purchase incentive program
Competitive medical and dental benefits (full-time employees only)
Retirement savings program (full-time employees only)
How we work:
At Geotab, we understand that the world is always changing and that we need to change with it. Geotab has adopted a hybrid model for working, including a flexible work from home program, with the opportunity to work in our safe, clean offices. When working from home, you are required to have a reliable internet connection with at least 50mb DL/10mb UL. Virtual work is supported with cloud-based applications, collaboration tools and asynchronous working. The health and safety of employees are a top priority. We encourage work-life balance and keep the Geotab culture going strong with online social events, chat rooms and gatherings. Join us and help reshape the future of technology!
We believe that ensuring diversity is fundamental to our future growth and progress and is an integral part of our business. We believe that success happens where new ideas can flourish – in an environment that is rich in diversity and a place where people from various backgrounds can work together. Geotab encourages applications from all qualified individuals. We are committed to accommodating people with disabilities during the recruitment and assessment processes and when people are hired. We will ensure the accessibility needs of employees with disabilities are taken into account as part of performance management, career development, training and redeployment processes. If you require accommodation at any stage of the application process or want more information about our diversity and inclusion as well as accommodation policies and practices, please contact us at careers@geotab.com. Click here to learn more about what happens with your personal data."
929,"Senior Statistical Programmer - Quebec City, QC - Indeed.com","Job Overview:
Hiring for Senior Statistical Programmer (Remote) FSP: can be based anywhere in USA/ Canada #LI-REMOTE
Develop SAS programs for SDTM, ADaM, client-defined analysis datasets, Patient Profiles, Tables, Listings and Graphs in support of the Statistical Analysis Plan, posters, manuscripts, Integrated of Summary of Safety (ISS) and Integrated Summary of Efficacy (ISE)
Provide technical planning to include overseeing the set-up of key macros and SAS programs.
Act as a Lead Programmer for projects
Represent Statistical Programming at internal and client meetings
Act as a Statistical Programming consultant to clients and internal customers in related disciplines e.g. Clinical Data Management, Project Management and Medical Writing.
Demonstrate excellent problem solving skills, a proactive approach and a willingness to make decisions on a regular basis.
Ensure quality of personal work and the work of the team when acting as a Lead Programmer
Prioritize personal workload and that of teammates; perform work with minimal supervision
Work on complex problems where analysis of situations or data requires an evaluation of intangible variables; development of technical solutions to abstract problems which require the use of ingenuity and creativity.
Advise Senior Statistical Programming Staff of changes in scope of projects to enable the timely development of change orders.
Good experience with CDISC standards including Define.xml files.
Display a positive attitude at all times, promoting and contributing to good team spirit in a professional environment.
Review draft and final production runs for project to ensure quality and consistency.
Represent Statistical Programming during client audits ensuring study documentation is maintained and filed according to Labcorp Drug Development processes.
Assist with interviewing and selection of potential candidates
Carry out all activities according to Labcorp Drug Development SOPs working within the framework of the Quality management System and to Good Clinical Practice (GCP).
Provide ongoing training and mentoring within Statistical Programming to ensure thorough knowledge of the processes used and the ongoing technical development.
Perform other duties as requested by management.
Education/Qualifications:
Minimum Required:
BSc in a computing, life science, mathematical or statistical subject.
A high computing content is considered to be beneficial; however proven computing skills are most important.
Alternative academic qualifications or experience are assessed to ensure equivalent background.
Experience:
Minimum Required:
5 - 8 years experience with proven SAS skills within a clinical trials environment.
Knowledge in all aspects of clinical trials from initial study set-up to study completion.
Full knowledge and understanding of the processes and procedures used within a Statistical Programming environment.
Able to identify training and development needs, opportunities for optimizing staff utilization and employing the most efficient practices.
Excellent organizational skills and the ability to delegate and prioritize work to meet tight deadlines while maintaining high standards
Self motivation and ability to work independently with minimum direction.
Excellent time management skills and the ability to work to tight deadlines whilst maintaining the highest standards of work.
Good interpersonal skills and the ability to communicate appropriately withal levels of staff and confidently with other disciplines and external clients.
A proactive approach to developing and maintaining effective working relationships with staff in other disciplines, often in other locations and in working to achieve consistent processes and standards across them.
A co-operative and team orientated approach.
Team leadership experience, as demonstrated by ability to organize and motivate project teams."
930,"Senior BI Developer - Victoria, BC - Indeed.com","Job Description :
We connect communities and customers to people and places important in their lives
At BC Ferries, our employees are our most important assets in delivering our commitment to customer safety, service and satisfaction.
We offer a unique West Coast working environment with diverse challenges and opportunities. Whether your goal is to work behind the scenes, onboard our ships, or within our land based operations, you are a key contributor to the BC Ferries team.
With 47 ports of call and around 500 sailings every day, BC Ferries is the largest independently-owned ferry company in the world. Dedicated to safety, excellence, innovation, and people, we are committed to continuously improving the west coast travel experience of our customers.
Taking care of our employees is a top priority for us, and to do that, we offer benefits that help you stay healthy in all ways. Some of our great benefits include:
Competitive salaries and comprehensive benefits package
Public Service Pension Plan (a paycheque every month when you retire!)
Vacation starting at a minimum 3 weeks
Maternity leave employer top up
Passes for ferry travel
Amazing colleagues who share a common goal
Discounts in our gift shops and with many businesses on Vancouver Island and the Lower Mainland
Career progression and training and development opportunities
Senior Business Intelligence (BI) Developer
Information Technology
Victoria
You are a detailed oriented BI professional, and you provide second and third tier Cognos application support. You troubleshoot and diagnose complex application problems within Finance, Human Resources, and Business and Maintenance applications. You work with Business Analysts, Developers and Architects to understand business requirements, and develop detailed design specifications. You diagnose and correct problems related to infrastructure and databases and you assist with IBM Cognos server software installation, upgrades and testing, as well as configure models of packaged applications. You ensure quality assurance while maintaining the overall integrity of the data reported from the Cognos systems.
You have a Diploma or Degree in Computer Science (or an IT related discipline), or equivalent combination of experience, education and training. You have demonstrated experience working in a BI role, including Cognos Reports, Query Studio and Cube design and development. Experience with Data Warehousing (ETL), Enterprise Planning, Metrics, Framework Manager Modelling, Power BI is preferred.
Please apply by
December 10, 2021.
BC Ferries supports employment equity and diversity in the workplace and we encourage applications from all qualified individuals including women, visible minorities, Indigenous Peoples, persons with disabilities, persons of diverse sexual orientation, gender identity or expression (LGBTQ2S+), and others who reflect our ever-changing workplace.
We appreciate the interest of all applicants; however only those selected for an interview will be contacted."
931,"Web developer - Richmond, BC - Indeed.com","Specific Skills
Research and evaluate a variety of interactive media software products
Prepare mock-ups and storyboards
Lead and co-ordinate multidisciplinary teams to develop Website graphics, content, capacity and interactivity
Source, select and organize information for inclusion and design the appearance, layout and flow of the Website
Create and optimize content for Website using a variety of graphics, database, animation and other software
Develop Website architecture and determine hardware and software requirements
Plan, design, write, modify, integrate and test Web-site related code
Conduct tests and perform security and quality controls
Personal Suitability
Initiative
Team player
Organized"
932,Senior UI Programmer - Remote - Indeed.com,"As a multi-talented Senior UI Programmer for our Canadian studio, you'll create advanced UI systems using Unreal Engine 4 that will directly contribute to the success of our first title.
You will join a highly experienced team of engineers with a lot of drive and energy. Within this small team you’ll have the opportunity for your work and effort to have a significant impact on the games we make.
Areas of Impact
Leveraging your problem-solving capabilities to find answers to challenging, complex technical problems.
Using your strong communication skills to collaborate across multi-disciplinary teams.
Maintaining features, shipping quality C++ code, and creating solid, bug-free systems through your thorough understanding of 3D math, debugging, and performance.
Maintaining and expanding the UI stack for our first title through your prior experience working with similar systems.
We'd like to hear from you
3+ years of game industry experience
3+ years of C++ experience
Professional experience working with UI systems / UMG in Unreal Engine 4 (or similar)
2+ shipped console games (an asset)
While we think the above experience could be important, we’re keen to hear from people that believe they have valuable experience to bring to the role. If you identify with the team and mission, but not all of our requirements, then please still apply!!
-
COVID-19 Studio Guidelines
The health, safety, and well being of our team members is of the utmost importance to our studio. As such, we have transitioned to remote work by default until a time at which we can safely return to the office. This means that all interviews, ""onsite"" interviews, office tours, and onboarding will be done over videoconference (or phone).
We also recognize the impact the pandemic is having on all of us personally, and work hard to create a culture where mental health and wellness are valued and supported. If you have any questions or concerns about our studio policy, please don't hesitate to raise them with your recruiter.
About Us
Improbable is determined to foster an environment where people can do their best work and feel like they belong. We believe a healthy culture, strong values and contribution from a diverse range of individuals will help us to achieve success.
We do not discriminate based on race, ethnicity, gender, ancestry, national origin, religion, sex, sexual orientation, gender identity, age disability, veteran status, genetic information, marital status or any other legally protected status.
Life at Improbable
Diversity, inclusion & belonging"
933,".Net Developer - Regina, SK - Indeed.com","Visionpool Business Services is hiring a Senior .NET DEVELOPER
SPECIFIC RESPONSIBILITIES
Deliver and document new solutions built in a variety of technologies
Deliver solutions that integrate into/leverage existing enterprise systems
Prepare detailed written/visual documentation
Troubleshoot problems and delivering resolutions
Qualifications:
Bachelor’s Degree in Computer Science/Engineering or a technical diploma
Minimum 5 years’ experience working in Information Technology
Minimum 5 years’ experience using .Net as a business application developer
Demonstrated experience with Entity Framework, Core, MVC, C3
TDD/ATDD
Rest API experience
Demonstrated SQL experience"
934,Full Stack Java Developer - Remote - Indeed.com,"Intermediate / Senior Full Stack Java Developer
BroadView Software, a leading provider of back-office broadcast (radio, television and cable) solutions, requires an exceptional individual to join our development team. The successful candidate will be part of a dynamic and growing company that offers a great working environment, competitive remuneration and a real opportunity to contribute to our overall success.
Responsibilities include:
Code and test components as per design specifications
Write unit test for various components
Collaborate with Development Team and other cross functional teams to solve product and customer issues
Ability to work independently and in team environment
The successful applicant will have the following qualifications:
Bachelors in Computer Science/Engineering or related area or 10+ years of programming experience
Detail oriented with good analytical skills
Strong knowledge of Object Oriented analysis, design and development methodologies
In depth knowledge of standard Java development practices
In depth knowledge of Web UI development practices in both JavaScript and TypeScript
Strong experience with ReactJS
Experience with Ant Design library would be a definite asset
5+ years of experience with databases (preferably with Firebird)
Design and implementation experience in large/complex environments
Must have excellent communication skills, be a fast leaner, be curious and passionate, and willing to be a big contributor
Job Types: Full-time, Permanent
Salary: Starting salary will be based on experience and skills, minimum $80,000.00 per year
COVID-19 considerations: Staff is working from home
Company Competencies
Analysis & Problem : Analysis & Problem
Attention to Detail: Checks own work for accuracy and completeness
Control & Follow-Up : Control & Follow-Up
Dependability : Dependability
Initiative: Identifies immediate action needed
Initiative & Flexibility : Initiative & Flexibility
Innovation & Resourcefulness : Innovation & Resourcefulness
Interpersonal : Interpersonal
Judgment & Decision Making : Judgment & Decision Making
Listens : Listens
Oral Communication : Oral Communication
Organization & Planning : Organization & Planning
Quality : Quality
Respect for Clients : At BroadView, you are either directly involved in the well-bring of our clients, or supporting someone who is.
Respect for Co-workers : Each person can be a leader in implementing the ""Golden Rule"", treating others as they would want to be treated.
Self Improvement : Self Improvement
Team Relationships: Team Relationships
Teamwork: Collaborates with others
Technical Knowledge : Technical Knowledge
Volume : Volume
Work Ethic : Work Ethic
Written Communication : Written Communication
Role Competencies
Application Development and Maintenance: Applies the competency in common situations that present limited difficulties, working with a moderate level of guidance.
Application Support: Demonstrates introductory understanding, directing people to the appropriate source for further information.
Creativity and Innovation: Acknowledges that new approaches can be used"
935,"SQL Developer - Mississauga, ON - Indeed.com","Location: Cambridge, ON
(in-office, corporate role, not remote)
Cash 4 You | Loans and Financial Services
One of Canada’s Fastest Growing Companies, we operate at the intersection of Retail, Technology and Financial Services. For nearly two decades, Cash 4 You has been recognized as a leader in the consumer financial service industry with over $1 Billion dollars of loans funded. We are not only known for our fast and easily accessible loans and financial services through our retail, mobile and digital channels, but for our incredible people as well.
Cash 4 You |
SQL Developer
The SQL Developer is a member of the Risk Management Department at Cash4You, and is responsible for managing the design, technical delivery and overall quality of the Credit Decision Engine, by working as technical lead on projects, reviewing data management plans, establishing and managing the technical environment. The SQL Developer is also responsible for development and maintenance of the data warehouse along with creating Stored Procedures in SQL as required. The SQL Developer also provides insights to Business by conducting analytics.
Essential Functions:
Lead the Development, Testing and Maintenance of the Credit Risk Strategies within the Provenir Decision Engine by writing complex queries in SQL and JavaScript.
Lead the Development and Maintenance of our corporate data warehouse. Creating new tables, maintaining existing tables, taking backups are some of the functions that will be performed.
Translate requirements into SQL-based objects, such as queries, stored procedures, functions, etc.
Code SQL stored procedures for application, user, interface layers of the database. Provide data management assistance/support to users.
Perform quantitative analysis to produce recommendations and reports in support of business initiatives, efficiencies, and potential strategies. This includes modeling design, development, process and utilization of sophisticated statistical modeling methods and tools.
Be accountable for risk analytics. Reproduce business calculations as SQL queries.
Design and build robust data structures to support end user analysis and decision making
Be a key player in enhancing reporting by proactively identifying and addressing any potential issues.
Produce timely reports as requested.
Be available for after-hours “on-call” duties as required ensuring critical financial systems/functions are operational.
Perform other duties as needed or assigned.
Education and Experience:
Bachelor’s degree in Computer Science or related field and/or equivalent experience
Mandatory 2+ years of Experience in SQL Programming is a must
Experience in writing advanced SQL queries
Solid understanding of data management (e.g. permissions, recovery, security and monitoring)
Very strong analytical and technical skills including quantitative analysis (Machine learning techniques, statistical/mathematical modelling, time series models, etc.) and programming
Demonstrates independent and organizational working skills
Experience with backup, restore and recovery models
Knowledge of JavaScript is an asset
Core Traits:
Excellent Coding Skills in SQL
Strong recent coding experience in any other standard scripting and/or programming language such as JavaScript, Python, SAS
Ability to work under pressure and short notice with minimal supervision
Skilled at solving challenges in a directed, methodical manner and analyzes the current issue to envision creative solution
Works effectively in the face of stress, ambiguity, difficult situations, and shifting priorities in a fast-paced, cutting-edge environment
Collaborates and openly seeks and shares information across teams and departments
Equal Opportunity Employer
In our commitment to promote fair and equitable treatment of all employees and applicants, Cash4You Corp provides equal employment opportunities for all individuals regardless of age, sex, disability, race, ethnic origin, citizenship, creed, sexual orientation, marital status or any other ground as described in the Ontario Human Rights Code
Job Types: Full-time, Permanent
Work remotely:
No"
936,DevOps Engineer - Canada - Indeed.com,"We operate as a hybrid workforce with the option to work at home, in the office, or a mix of both. We operate as a hybrid workforce with the option to work at home, in the office, or a mix of both.
About Resolver:
Resolver is a high-growth SaaS company whose intuitive, no-code platform gives our customers a clear picture of their risks so they can make quick and effective decisions. The global pandemic has certainly taught us that the ability to manage uncertainty is the challenge of our generation. At Resolver we are transforming risk management to risk intelligence so organizations can protect people and assets and deliver on their purpose.
We are ambitious in both our mission and our culture. As a scale-up, we have the innovative, non-hierarchical approach of a start-up blended with the stability and financial security of an enterprise. Resolver has been named one of Canada’s Great Places to Work five years in a row, our average tenure is 2.5 years and year over year 92% of Resolverites chose to stay with us.
What you’ll be doing:
Development – 50%
Automates the creation and deployment of systems (e.g. Terraform, CloudFormation)
Performs frequent, incremental code testing and deployment.
Develops SQL/Bash/Lambda scripts for common administration tasks.
Develops tools using go, python, javascript
Facilitates and designs build processes to support our engineering teams.
Operations – 40%
Administrates internal and production (99.9% uptime) AWS environments and networks.
Manages relational (postgreSQL) databases.
Designs and deploys systems, caches and databases to production environments.
Handles on-call duties on a rotating schedule.
Manages and supports software development systems (source control, continuous integration, unit/acceptance/functional testing frameworks).
Customer Relations – 10%
Provides 2nd-level technical support.
Has a customer-centric mentality (internal and external)
Solves problems in real-time, with a consultative and service-friendly approach.
Provide technical expertise to other team members within the organization.
What you will bring:
Minimum three years’ experience in Software Development or DevOps
Working knowledge of Docker or containerization
Working knowledge of network infrastructure and technologies
Working knowledge of Terraform or similar infrastructure as code
Working knowledge of administration and scripting on PostgreSQL Servers or other Relational Databases
Experience working with AWS (Amazon Web Services)
An understanding of how to implement effective security, data protection and highly available environments
During the process you will be meeting with these people:
Initial Conversation: Marc Martinez, Recruitment Specialist
Interview #1: Brian Mertens, Director, DevOps
What we’ll give you in return:
We know how important diversity is in creating solutions for all people. Our vision is one where all people have the skills and confidence to harness the power of technology to create a better and more inclusive future. We have a comprehensive rewards package to show our team our appreciation for everything they do:
Health and Wellness Benefits: 100% paid by us for health and dental from day one. And our vision care is every 12 months! We also offer a wellness/fitness reimbursement, that can go towards things like gym memberships, yoga classes, soccer membership fees or a bike.
Professional development: we have an external learning budget to help you grow and develop. We host a learning workshop about every 6 weeks on topics like Time Management, Self-Awareness and Giving Feedback; we also have e-learning to meet the needs of our remote team. We offer a Career Development Program to help you identify and build your skillsets for internal growth opportunities and beyond. We also have a Coaching Program for all our managers. We know how important it is to have a good boss, so we invest in their development.
Vacation: it's open, which means we don't worry about an accrual clock. On average, we see most folks enjoying between 3-4 weeks off a year.
Parental leave: Best-in-class top-up for new parents - 100% for 15 weeks new parents and a bonus 5 weeks for birth mothers.
Flexibility & trust – While we are remote for now, we enable our team to create a work environment that will set them up for success. We hire adults and we trust you to manage your outcomes. Day-to-day, everyone is given the option to decide whether they want to work remote or in-office depending on the needs of their role.
Back in the Office – If you choose to come into the office once we’re back, you will have access to snacks and beverages and in-office games like Switch, chess and ping-pong. We will be offering up lots of opportunity for team socials too, including the folks who are remote!
Interested?
If you want to work in a highly collaborative environment and are committed to making a difference, click here to get the process rolling.
We truly appreciate all interest and will happily reply to qualified candidates.
Resolver is committed to providing accommodations for all persons with disabilities. If at any point in the recruitment process you require an accommodation, please notify the applicable recruiter or contact us directly at [email protected]"
937,"Software Developer - Victoria, BC - Indeed.com","About Us
At Peloton Technologies Inc, we provide solutions to streamline financial operations and make managing money easier for small and medium enterprises (SMEs).
We set out to find a better way to facilitate payments between organizations and built the payments industry's most robust banking as a service (BaaS) cloud-based financial platform – bank, acquirer, gateway, and software agnostic – meaning financial institutions such as banks, acquirers, and Independent Sales Organizations (ISOs) can truly own the relationship with their customers; at the same time give SMEs a peace of mind they have all their financial transactional data in one treasury management system with complete control of their business no matter where the source(s) are coming from.
About the Role
You will support the development of software components and projects for Peloton’s financial applications, accountable for creating high quality solutions that meet our clients’ needs while exhibiting the company values of teamwork and respect. You will design, develop, test, implement, and maintain code. You’ll work in product development, integration of Peloton Technologies’ financial APIs into our client’s products, and application development for Peloton clients. Your expertise will be utilized to build enterprise class, robust, and scalable solutions, integration of Peloton Technologies’ financial APIs into our client’s products, and custom application development for Peloton clients. Success requires the ability to imagine what
could be
and the perseverance to create those solutions.
About You
You’re a career professional with developed experience and the opportunity to join a rapidly expanding organization appeals to you – it’s the chance to use your skills and knowledge
and
be part of something new and exciting. You want to design collaboratively and use the skills and knowledge you’ve developed through your education to solve problems for clients.
You’ll be successful if you:
Value working collaboratively
Iterate on a design, seeing the potential and where to focus next
Evaluate solution alternatives, recognizing and understanding pros and cons
Persevere when running into issues
Want to share your learning and learn from others
Want feedback and want to provide feedback
Need to Haves…
The ideal candidate must have a Bachelor's Degree in Software Engineering, Computer Science or a related field, and a minimum of 2-3 years’ experience as an application developer.
You will have experience in the following to bring to Peloton Technologies’ dynamic and creative environment:
Experience with web development, including Javascript, Jquery, and Ajax
C# or other similar programming languages
Unit testing
SQL
Software security fundamentals and common security vulnerabilities
Please note, specific experience in these technologies is not required. If you have the right capabilities and understanding, and experience in comparable technologies, that will be equally considered.
…and Nice to Haves
You’ll be working with industry experts who will share their knowledge and make sure you have many opportunities to develop your skills. We’re looking for people who want to learn, there’s no need to
know it all.
Experience with or knowledge of some of the following would be helpful:
Understanding of source control software (e.g. GIT)
Experience with Microsoft Development Stack
Using HTML to develop webpages
Experience processing XML and JSON
Test-Driven Development
Data Model first design approach
Working knowledge of concurrency and multi-threaded applications
Payment processing including Credit Card and Electronic Funds Transfers
Experience building MVC Web Applications
Experience designing and testing RESTful web services
Experience integrating APIs
Web design principles (e.g. accessibility, responsive design)
Web design languages (CSS, SCSS)
Why join Peloton Technologies?
At Peloton, you will have the opportunity to create high quality solutions in an organization that reacts strategically and quickly. You will be able to see your work being used and valued by organizations in a timely manner. Peloton offers competitive compensation, a flexible work environment, exceptional autonomy in how you approach your work, and the opportunity to be an early member of the team that helps shape a leading global payments provider.
How to Apply
Please submit your resume and ensure your cover letter includes 2-3 brief examples of projects you’ve worked on that demonstrate your relevant experience. Please also include your preferred name and phonetic pronunciation, and your preferred pronouns.
We are interviewing on a rolling basis so apply at your earliest convenience. We thank all applicants for their interest, however only those candidates selected for interviews will be contacted.
Application deadline: 2021-11-22
Job Types: Full-time, Permanent
Salary: $28.00-$38.00 per hour
Benefits:
Casual dress
Company events
Dental care
Disability insurance
Employee assistance program
Employee stock purchase plan
Extended health care
Flexible schedule
Life insurance
Paid time off
Vision care
Work from home
Schedule:
Monday to Friday
COVID-19 considerations:
Peloton Technologies employees work remotely. On the rare occasion in-person meetings are essential, we follow the BC Provincial Health Officer's restrictions/requirements. And, each employee's comfort level with in-person meetings is always respected.
Work remotely:
Yes"
938,"Full-stack Developer - Toronto, ON - Indeed.com","Reimagine Prosperity.
Fabriik is a transformative financial services organization with a big mission:
to evolve the very fabric of the global financial system, for the billions locked out and the billions locked in
We believe there’s a better way. Our purpose is to weave a future of finance so everyone can thrive. Where possibilities are limitless — not limited.
We’re creating a safe, open, and fully transparent financial space built on innovative data management technology, where anyone can transform, hold, trade and grow every asset they own.
Want to join us?
We’re expanding our team globally, looking for the right people to help us explore further. If you’re looking for a supportive and friendly environment where innovation thrives, with meaningful and rewarding career opportunities, Fabriik is for you.
ROLE OVERVIEW
We are looking for a Full-stack developer with a strong UI perspective to join our team at Fabriik. In this role, you will be responsible for delivering high quality experiences to the end user while maintaining a healthy codebase.
KEY RESPONSIBILITIES
In this role you will:
Work closely with the design team to bring into production a new design system
Advocate for improvements to the product quality, security and performance
Define a solid architecture to create scalable components
Be unafraid of digging into new tools and platforms
Use your appreciation for semantic HTML & accessibility, and keep these at the forefront of their mind while developing new UIs
Work in a diverse and remote team where you will not only learn from others but also show a passion for sharing your knowledge
CANDIDATE PROFILE
Experience working in remote and distributed teams
An eye for design and UX
Experience with accessibility tools
Experience with cryptocurrencies
Technologies you will find:
React, with a good mix of legacy class components and hooks
TypeScript
Git and GitHub
Figma
NodeJS
PostgreSQL
If this sounds like a role that could be an exciting next step in your career, our team looks forward to hearing from you!
At Fabriik, we value diversity of all types. Our team is made up of smart, collaborative and thoughtful people with a wide range of backgrounds, skills and experiences.
Fabriik is an equal opportunity employer and we are committed to a diverse and inclusive workplace. We welcome applications from qualified individuals from all backgrounds. Accommodations are available upon request in all phases of the selection process. We thank all applicants for showing an interest in this position. Only those selected for an interview will be contacted."
939,"Oracle BI Developer - Greater Montreal Area, QC - Indeed.com","Oracle BI Developer
Full Time
Location: Montreal
Our large banking client is looking for a Oracle BI Developer with Oracle and Shell scripting experience. The Data warehouse developers will handle the delivery of data and information relating to the organization's business intelligence.
Oracle BI Developer Responsibility:
Design, develop and maintain data warehouse and analytics architecture to meet the enterprise's business analysis and reporting needs.
Review and analyze, as well as modify data solutions and systems
Develop scripts and stored procedures for database access, adjustments, and creation
Develop, test, debug, and document database solutions. Collate, prepare, and present statistical information for internal and external use
Plan, execute and support continuous production rollouts of new functionality utilizing the latest data tools and platforms; translate user and business requirements into technical requirements
Oracle BI Developer Requirements:
5+ years of software development experience.
Solid experience with Oracle Development
Must have Unix Shell Scripting experience
Nice to have Informatica experience
Must have significant documents skills
Excellent English communications
Must reside in Quebec
Job Type: Full-time
Benefits:
Dental care
Extended health care
Paid time off
RRSP match
Vision care
Schedule:
8 hour shift
Work remotely:
Temporarily due to COVID-19"
940,"AEM Developer - Toronto, ON - Indeed.com","Augment existing in-house team of intermediate and junior web developers
Configure AEM as a headless CMS
Provide software development expertise in web search to guide team
Code in ReactJS
Build accessible front-end web pages
Able to legally work in Canada
Job Type: Full-time
Salary: $55,000.00-$120,000.00 per year
Schedule:
8 hour shift
Monday to Friday
Experience:
AEM Developer: 5 years (required)
Work remotely:
Temporarily due to COVID-19"
941,"Network Programmer (Harbour) - Montréal, QC - Indeed.com","Job Description
As Ubisoft’s online platform developer, Harbour helps bring high-quality connected experiences to millions of players worldwide. Working alongside production teams, we leverage state-of-the-art solutions to enable value-filled features in all our online games – throughout their development and while they’re live. With a view of Ubisoft’s entire digital ecosystem and a long-term approach to online gaming, we focus on finding the right solution for the right purpose. And if the solution we need doesn’t exist yet? That’s just an opportunity for us to create it.
As a Network Programmer, you’ll join Harbour to build network features and replication technology for a broad range of multiplayer games: from smaller co-ops to massive battle royales.
Together with your team, you’ll help answer the most fundamental questions to best address the next generation of multiplayer requirements: Will the game be as responsive as possible in multiplayer matches? Does the latency meet a pro-gamer’s expectations? Is the experience as seamless as it can be?
What you’ll do
In a cloud native environment:
Develop fast, reliable, and fun multiplayer features and replication solutions in partnership with production teams and other network programmers.
Understand existing functions + suggest and develop improvements with the goal of bringing the best multiplayer experience to our players.
Collaborate daily with a variety of production and support teams.
Evaluate and resolve network bugs.
Document your work.
Qualifications
What you bring
Experience developing with
C++
Experience with
distributed systems
,
multi-threading
, and
network programming
Effective cross-departmental communication that allows you to support and elevate the team in terms of quality and vision
A degree in Computer Science or Software Engineering (or related training)
A creative and innovative spirit
Nice to have:
Experience as part of a team that has shipped a multiplayer game
Network optimization skills
A deep expertise in
C#
, meaning:
Experience with P/Invokes (including reverse callbacks and data marshaling)
Experience with unsafe code and other low-level language constructs
Knowledge of proper management of native memory
Knowledge of objects lifetime
Experience with asynchronous code
Knowledge of modern C# language features (e.g. C# 7)
Experience with controlling lifetime of managed objects (GCHandle, weak references, object pinning)
Experience with cross-platform C# programming (Mono, Xamarin, .NET Core)
Basic understanding of IL
Experience with C bindings
Experience developing network features on Microsoft and Sony consoles
What to send our way
Your CV, highlighting your background and skills
A real live person will review your application. In this case, it’s our talent acquisition specialist Karin. As she learns more about you through your profile, get to know her through the video below.
About us
At Ubisoft Montreal, a preeminent developer of video games located in Montreal’s dynamic Mile-End neighbourhood since 1997, we offer a work environment unique in the industry for allowing you to build and cultivate games that are part of critically acclaimed, iconic AAA franchises of international repute.
When you join Ubi Montreal, you enter a community of passionate, extraordinary developers connected by their need to innovate, to be creative and to work with the latest technology. You’ll discover a world where employees enjoy constant career advancement, a supportive learning environment, and competitive compensation packages.
More than anything, at Ubi Montreal, you will regularly ship a variety of big, quality titles – Assassin’s Creed, Far Cry, Rainbow Six, Watch_Dogs, For Honor and… well we can’t disclose all our secrets just yet… – and work with some of the most talented people in the industry.
At Ubisoft, you can come as you are. We embrace diversity in all its forms. We’re committed to fostering a work environment that is inclusive and respectful of all differences."
